geneID,length,number_of_sites,order,site_start,site_end
YDL103C,27,7,4,950,977
YDL103C,25,7,5,1263,1288
YDL103C,83,7,6,1299,1382
YDL103C,26,7,7,1404,1430
YDL203C,18,5,1,728,746
YDL203C,32,5,2,734,766
YDL203C,19,5,3,1066,1085
YDL203C,29,5,4,1189,1218
YDL203C,23,5,5,1711,1734
YFR024C-A,18,3,1,347,365
YFR024C-A,43,3,2,725,768
YFR024C-A,32,3,3,1345,1377
YLR215C,29,2,1,246,275
YLR215C,15,2,2,843,858
YML082W,22,7,1,247,269
YML082W,75,7,2,381,456
YML082W,49,7,3,470,519
YML082W,22,7,4,808,830
YML082W,15,7,5,1022,1037
YML082W,23,7,6,1103,1126
YML082W,19,7,7,1150,1169
YKL130C,22,2,1,301,323
YKL130C,23,2,2,333,356
YOR106W,26,2,1,363,389
YOR106W,15,2,2,416,431
YNL236W,33,6,1,542,575
YNL236W,43,6,2,1011,1054
YNL236W,25,6,3,1071,1096
YNL236W,17,6,4,1217,1234
YNL236W,23,6,5,1315,1338
YNL236W,23,6,6,1575,1598
YOR346W,21,16,1,662,683
YOR346W,16,16,2,684,700
YOR346W,29,16,3,1133,1162
YOR346W,18,16,4,1187,1205
YOR346W,20,16,5,1521,1541
YOR346W,34,16,6,1599,1633
YOR346W,21,16,7,1730,1751
YOR346W,33,16,8,2031,2064
YOR346W,48,16,9,2122,2170
YOR346W,33,16,10,2171,2204
YOR346W,17,16,11,2259,2276
YOR346W,64,16,12,2343,2407
YOR346W,60,16,13,2663,2723
YOR346W,32,16,14,2768,2800
YOR346W,75,16,15,2804,2879
YOR346W,35,16,16,2904,2939
YFR001W,60,2,1,329,389
YFR001W,55,2,2,388,443
YIL115C,15,13,1,918,933
YIL115C,21,13,2,967,988
YIL115C,24,13,3,1092,1116
YIL115C,44,13,4,2675,2719
YIL115C,51,13,5,2829,2880
YIL115C,29,13,6,2982,3011
YIL115C,20,13,7,3109,3129
YIL115C,30,13,8,3232,3262
YIL115C,37,13,9,3887,3924
YIL115C,17,13,10,4008,4025
YIL115C,31,13,11,4030,4061
YIL115C,33,13,12,4182,4215
YIL115C,45,13,13,4294,4339
YGL233W,25,6,1,672,697
YGL233W,33,6,2,685,718
YGL233W,24,6,3,1494,1518
YGL233W,31,6,4,1765,1796
YGL233W,42,6,5,1808,1850
YGL233W,31,6,6,2672,2703
YJL088W,23,2,1,899,922
YJL088W,44,2,2,916,960
YLR319C,23,8,1,337,360
YLR319C,15,8,2,414,429
YLR319C,17,8,3,1043,1060
YLR319C,17,8,4,1908,1925
YLR319C,30,8,5,1914,1944
YLR319C,16,8,6,2108,2124
YLR319C,16,8,7,2291,2307
YLR319C,15,8,8,2315,2330
YKL033W-A,58,7,1,257,315
YKL033W-A,26,7,2,309,335
YKL033W-A,25,7,3,337,362
YKL033W-A,23,7,4,372,395
YKL033W-A,70,7,5,472,542
YKL033W-A,19,7,6,623,642
YKL033W-A,39,7,7,644,683
YNL190W,38,2,1,168,206
YNL190W,37,2,2,514,551
YMR235C,85,5,1,213,298
YMR235C,58,5,2,342,400
YMR235C,42,5,3,429,471
YMR235C,87,5,4,738,825
YMR235C,48,5,5,987,1035
YOR341W,119,36,1,447,566
YOR341W,48,36,2,929,977
YOR341W,20,36,3,1122,1142
YOR341W,82,36,4,1160,1242
YOR341W,32,36,5,1388,1420
YOR341W,33,36,6,1643,1676
YOR341W,18,36,7,1682,1700
YOR341W,17,36,8,1705,1722
YOR341W,19,36,9,1933,1952
YOR341W,22,36,10,1959,1981
YOR341W,54,36,11,1989,2043
YOR341W,19,36,12,2135,2154
YOR341W,19,36,13,2215,2234
YOR341W,35,36,14,2260,2295
YOR341W,20,36,15,2566,2586
YOR341W,22,36,16,2606,2628
YOR341W,49,36,17,2842,2891
YOR341W,34,36,18,2912,2946
YOR341W,22,36,19,3085,3107
YOR341W,70,36,20,3108,3178
YOR341W,25,36,21,3253,3278
YOR341W,27,36,22,3297,3324
YOR341W,29,36,23,3357,3386
YOR341W,50,36,24,3452,3502
YOR341W,34,36,25,3496,3530
YOR341W,33,36,26,3590,3623
YOR341W,30,36,27,4000,4030
YOR341W,54,36,28,4032,4086
YOR341W,18,36,29,4143,4161
YOR341W,36,36,30,4434,4470
YOR341W,27,36,31,4605,4632
YOR341W,41,36,32,4638,4679
YOR341W,18,36,33,4765,4783
YOR341W,31,36,34,4787,4818
YOR341W,19,36,35,4927,4946
YOR341W,33,36,36,4948,4981
YHR029C,35,2,1,337,372
YHR029C,43,2,2,384,427
YPL091W,60,6,1,375,435
YPL091W,32,6,2,546,578
YPL091W,20,6,3,585,605
YPL091W,29,6,4,795,824
YPL091W,17,6,5,825,842
YPL091W,30,6,6,1343,1373
YLR203C,48,7,1,395,443
YLR203C,34,7,2,512,546
YLR203C,16,7,3,554,570
YLR203C,19,7,4,855,874
YLR203C,21,7,5,1172,1193
YLR203C,15,7,6,1271,1286
YLR203C,24,7,7,1287,1311
YGR155W,38,5,1,419,457
YGR155W,50,5,2,831,881
YGR155W,21,5,3,1108,1129
YGR155W,84,5,4,1262,1346
YGR155W,48,5,5,1378,1426
YMR300C,16,9,1,468,484
YMR300C,44,9,2,705,749
YMR300C,21,9,3,789,810
YMR300C,24,9,4,824,848
YMR300C,70,9,5,876,946
YMR300C,58,9,6,1101,1159
YMR300C,70,9,7,1160,1230
YMR300C,42,9,8,1264,1306
YMR300C,18,9,9,1421,1439
YFR049W,52,1,1,320,372
YNL130C,19,2,1,237,256
YNL130C,65,2,2,265,330
YNR036C,32,3,1,182,214
YNR036C,16,3,2,219,235
YNR036C,143,3,3,317,460
YNR049C,64,6,1,295,359
YNR049C,48,6,2,346,394
YNR049C,37,6,3,409,446
YNR049C,34,6,4,433,467
YNR049C,15,6,5,501,516
YNR049C,28,6,6,544,572
YLR342W,29,8,1,1070,1099
YLR342W,36,8,2,1202,1238
YLR342W,36,8,3,1475,1511
YLR342W,25,8,4,3319,3344
YLR342W,54,8,5,3453,3507
YLR342W,33,8,6,3526,3559
YLR342W,15,8,7,3940,3955
YLR342W,40,8,8,3942,3982
YLR335W,43,7,1,478,521
YLR335W,24,7,2,532,556
YLR335W,18,7,3,635,653
YLR335W,38,7,4,854,892
YLR335W,67,7,5,879,946
YLR335W,26,7,6,2061,2087
YLR335W,37,7,7,2088,2125
YNL251C,17,4,1,1147,1164
YNL251C,51,4,2,1274,1325
YNL251C,21,4,3,1338,1359
YNL251C,23,4,4,1703,1726
YJR102C,28,1,1,453,481
YOR020C,32,1,1,173,205
YBL004W,44,8,1,1244,1288
YBL004W,73,8,2,2506,2579
YBL004W,25,8,3,2883,2908
YBL004W,15,8,4,3112,3127
YBL004W,21,8,5,3146,3167
YBL004W,51,8,6,3370,3421
YBL004W,20,8,7,3665,3685
YBL004W,25,8,8,5361,5386
YBR164C,105,1,1,324,429
YIL153W,33,3,1,425,458
YIL153W,15,3,2,845,860
YIL153W,18,3,3,1031,1049
YJR088C,37,2,1,586,623
YJR088C,43,2,2,689,732
YHR074W,17,18,1,238,255
YHR074W,17,18,2,286,303
YHR074W,90,18,3,437,527
YHR074W,21,18,4,688,709
YHR074W,32,18,5,811,843
YHR074W,28,18,6,966,994
YHR074W,18,18,7,1031,1049
YHR074W,60,18,8,1091,1151
YHR074W,41,18,9,1262,1303
YHR074W,34,18,10,1336,1370
YHR074W,16,18,11,1430,1446
YHR074W,43,18,12,1439,1482
YHR074W,34,18,13,1585,1619
YHR074W,27,18,14,1651,1678
YHR074W,33,18,15,1694,1727
YHR074W,54,18,16,1745,1799
YHR074W,21,18,17,1844,1865
YHR074W,40,18,18,2062,2102
YGR104C,48,7,1,219,267
YGR104C,31,7,2,263,294
YGR104C,19,7,3,335,354
YGR104C,15,7,4,485,500
YGR104C,16,7,5,786,802
YGR104C,24,7,6,804,828
YGR104C,18,7,7,884,902
YLR399C,21,2,1,670,691
YLR399C,37,2,2,1293,1330
YGR277C,40,1,1,710,750
YFR030W,22,15,1,334,356
YFR030W,45,15,2,357,402
YFR030W,27,15,3,595,622
YFR030W,49,15,4,1174,1223
YFR030W,36,15,5,1311,1347
YFR030W,31,15,6,1575,1606
YFR030W,19,15,7,1629,1648
YFR030W,17,15,8,1730,1747
YFR030W,39,15,9,1748,1787
YFR030W,59,15,10,2101,2160
YFR030W,23,15,11,2233,2256
YFR030W,16,15,12,2540,2556
YFR030W,17,15,13,2561,2578
YFR030W,43,15,14,2719,2762
YFR030W,29,15,15,2905,2934
YOR006C,33,7,1,353,386
YOR006C,42,7,2,413,455
YOR006C,35,7,3,444,479
YOR006C,39,7,4,485,524
YOR006C,15,7,5,543,558
YOR006C,16,7,6,572,588
YOR006C,35,7,7,692,727
YJL146W,15,2,1,1243,1258
YJL146W,15,2,2,1259,1274
YBR244W,40,1,1,411,451
YPL053C,52,1,1,242,294
YBR179C,24,13,1,417,441
YBR179C,51,13,2,489,540
YBR179C,53,13,3,622,675
YBR179C,32,13,4,677,709
YBR179C,20,13,5,739,759
YBR179C,17,13,6,829,846
YBR179C,15,13,7,855,870
YBR179C,20,13,8,874,894
YBR179C,53,13,9,1008,1061
YBR179C,25,13,10,1271,1296
YBR179C,20,13,11,1655,1675
YBR179C,32,13,12,1710,1742
YBR179C,38,13,13,2190,2228
YPL155C,65,5,1,439,504
YPL155C,49,5,2,503,552
YPL155C,47,5,3,553,600
YPL155C,30,5,4,711,741
YPL155C,15,5,5,1685,1700
YOL094C,16,3,1,610,626
YOL094C,23,3,2,629,652
YOL094C,31,3,3,882,913
YHR018C,28,2,1,315,343
YHR018C,51,2,2,490,541
YDR408C,29,2,1,356,385
YDR408C,15,2,2,471,486
YBR126C,64,4,1,605,669
YBR126C,115,4,2,929,1044
YBR126C,15,4,3,1101,1116
YBR126C,32,4,4,1108,1140
YOL149W,38,2,1,390,428
YOL149W,20,2,2,609,629
YLR257W,39,2,1,848,887
YLR257W,29,2,2,891,920
YGL202W,23,6,1,526,549
YGL202W,53,6,2,901,954
YGL202W,60,6,3,1078,1138
YGL202W,22,6,4,1299,1321
YGL202W,17,6,5,1420,1437
YGL202W,34,6,6,1445,1479
YPL106C,62,12,1,258,320
YPL106C,29,12,2,455,484
YPL106C,49,12,3,558,607
YPL106C,44,12,4,1042,1086
YPL106C,43,12,5,1089,1132
YPL106C,65,12,6,1275,1340
YPL106C,17,12,7,1361,1378
YPL106C,50,12,8,1421,1471
YPL106C,33,12,9,1515,1548
YPL106C,57,12,10,1551,1608
YPL106C,28,12,11,1697,1725
YPL106C,25,12,12,1978,2003
YOR046C,44,6,1,246,290
YOR046C,15,6,2,297,312
YOR046C,63,6,3,351,414
YOR046C,122,6,4,623,745
YOR046C,31,6,5,839,870
YOR046C,108,6,6,883,991
YKR035W-A,70,1,1,391,461
YNL141W,38,1,1,874,912
YMR220W,74,7,1,299,373
YMR220W,45,7,2,502,547
YMR220W,25,7,3,604,629
YMR220W,34,7,4,616,650
YMR220W,66,7,5,776,842
YMR220W,45,7,6,968,1013
YMR220W,38,7,7,1170,1208
YPR187W,100,1,1,367,467
YDR121W,36,2,1,450,486
YDR121W,36,2,2,476,512
YER125W,24,10,1,172,196
YER125W,31,10,2,353,384
YER125W,46,10,3,1464,1510
YER125W,23,10,4,1523,1546
YER125W,30,10,5,1533,1563
YER125W,75,10,6,1849,1924
YER125W,57,10,7,2023,2080
YER125W,28,10,8,2082,2110
YER125W,23,10,9,2309,2332
YER125W,46,10,10,2319,2365
YDR432W,71,4,1,352,423
YDR432W,185,4,2,492,677
YDR432W,76,4,3,685,761
YDR432W,17,4,4,1182,1199
YGR195W,20,1,1,448,468
YOR222W,51,2,1,343,394
YOR222W,29,2,2,878,907
YOL061W,98,9,1,369,467
YOL061W,24,9,2,556,580
YOL061W,52,9,3,581,633
YOL061W,28,9,4,641,669
YOL061W,39,9,5,670,709
YOL061W,74,9,6,893,967
YOL061W,68,9,7,1028,1096
YOL061W,39,9,8,1151,1190
YOL061W,58,9,9,1364,1422
YHR174W,28,2,1,588,616
YHR174W,30,2,2,1016,1046
YPL259C,25,11,1,185,210
YPL259C,24,11,2,335,359
YPL259C,20,11,3,454,474
YPL259C,18,11,4,532,550
YPL259C,22,11,5,956,978
YPL259C,33,11,6,1057,1090
YPL259C,21,11,7,1096,1117
YPL259C,53,11,8,1119,1172
YPL259C,22,11,9,1310,1332
YPL259C,20,11,10,1353,1373
YPL259C,23,11,11,1404,1427
YPL220W,20,5,1,275,295
YPL220W,49,5,2,296,345
YPL220W,17,5,3,347,364
YPL220W,17,5,4,457,474
YPL220W,44,5,5,576,620
YJL191W,41,5,1,154,195
YJL191W,37,5,2,196,233
YJL191W,28,5,3,238,266
YJL191W,19,5,4,339,358
YJL191W,57,5,5,359,416
YLR055C,85,2,1,1624,1709
YLR055C,31,2,2,1725,1756
YGR017W,37,1,1,255,292
YDR031W,15,1,1,272,287
YOR198C,57,6,1,208,265
YOR198C,22,6,2,272,294
YOR198C,25,6,3,900,925
YOR198C,20,6,4,965,985
YOR198C,26,6,5,1031,1057
YOR198C,39,6,6,1185,1224
YOR213C,15,1,1,197,212
YEL050C,85,10,1,236,321
YEL050C,50,10,2,313,363
YEL050C,18,10,3,373,391
YEL050C,17,10,4,397,414
YEL050C,74,10,5,442,516
YEL050C,24,10,6,518,542
YEL050C,35,10,7,594,629
YEL050C,24,10,8,645,669
YEL050C,20,10,9,780,800
YEL050C,43,10,10,1136,1179
YNL081C,25,1,1,239,264
YHR016C,51,1,1,715,766
YLR450W,38,4,1,189,227
YLR450W,23,4,2,245,268
YLR450W,15,4,3,2558,2573
YLR450W,22,4,4,2729,2751
YGL224C,26,2,1,724,750
YGL224C,38,2,2,751,789
YOL123W,49,2,1,605,654
YOL123W,36,2,2,721,757
YNL084C,64,2,1,197,261
YNL084C,29,2,2,826,855
YGL066W,36,17,1,165,201
YGL066W,34,17,2,203,237
YGL066W,17,17,3,246,263
YGL066W,83,17,4,301,384
YGL066W,35,17,5,387,422
YGL066W,29,17,6,424,453
YGL066W,22,17,7,493,515
YGL066W,25,17,8,693,718
YGL066W,25,17,9,931,956
YGL066W,15,17,10,959,974
YGL066W,24,17,11,1019,1043
YGL066W,18,17,12,1151,1169
YGL066W,24,17,13,1232,1256
YGL066W,17,17,14,1346,1363
YGL066W,36,17,15,1364,1400
YGL066W,77,17,16,1428,1505
YGL066W,23,17,17,1564,1587
YBR265W,20,2,1,689,709
YBR265W,51,2,2,752,803
YBR084C-A,28,1,1,318,346
YHR207C,28,2,1,559,587
YHR207C,30,2,2,1363,1393
YER141W,138,7,1,257,395
YER141W,20,7,2,401,421
YER141W,99,7,3,431,530
YER141W,27,7,4,924,951
YER141W,20,7,5,1166,1186
YER141W,19,7,6,1187,1206
YER141W,29,7,7,1300,1329
YNL220W,17,7,1,271,288
YNL220W,21,7,2,338,359
YNL220W,36,7,3,350,386
YNL220W,51,7,4,417,468
YNL220W,75,7,5,480,555
YNL220W,27,7,6,785,812
YNL220W,20,7,7,1084,1104
YGL169W,39,5,1,638,677
YGL169W,54,5,2,678,732
YGL169W,31,5,3,972,1003
YGL169W,40,5,4,994,1034
YGL169W,36,5,5,1159,1195
YCL064C,59,5,1,273,332
YCL064C,100,5,2,370,470
YCL064C,21,5,3,490,511
YCL064C,39,5,4,800,839
YCL064C,74,5,5,887,961
YER174C,21,3,1,311,332
YER174C,28,3,2,354,382
YER174C,27,3,3,618,645
YML029W,45,6,1,479,524
YML029W,25,6,2,1041,1066
YML029W,16,6,3,1134,1150
YML029W,21,6,4,1494,1515
YML029W,21,6,5,1646,1667
YML029W,24,6,6,1707,1731
YNL313C,18,10,1,1354,1372
YNL313C,22,10,2,1565,1587
YNL313C,23,10,3,1944,1967
YNL313C,26,10,4,2017,2043
YNL313C,36,10,5,2031,2067
YNL313C,26,10,6,2104,2130
YNL313C,26,10,7,2133,2159
YNL313C,31,10,8,2161,2192
YNL313C,30,10,9,2183,2213
YNL313C,63,10,10,2498,2561
YHR094C,40,2,1,211,251
YHR094C,26,2,2,272,298
YGL031C,39,1,1,258,297
YCR048W,77,6,1,489,566
YCR048W,50,6,2,587,637
YCR048W,31,6,3,673,704
YCR048W,21,6,4,717,738
YCR048W,32,6,5,739,771
YCR048W,27,6,6,773,800
YDL182W,41,7,1,184,225
YDL182W,49,7,2,494,543
YDL182W,55,7,3,559,614
YDL182W,20,7,4,1046,1066
YDL182W,24,7,5,1102,1126
YDL182W,39,7,6,1168,1207
YDL182W,64,7,7,1208,1272
YMR091C,40,5,1,410,450
YMR091C,23,5,2,588,611
YMR091C,22,5,3,673,695
YMR091C,24,5,4,728,752
YMR091C,22,5,5,754,776
YER012W,22,1,1,340,362
YDR222W,32,6,1,294,326
YDR222W,45,6,2,707,752
YDR222W,38,6,3,741,779
YDR222W,24,6,4,997,1021
YDR222W,41,6,5,1126,1167
YDR222W,22,6,6,1188,1210
YBL067C,18,5,1,1105,1123
YBL067C,28,5,2,1874,1902
YBL067C,19,5,3,1931,1950
YBL067C,16,5,4,2092,2108
YBL067C,28,5,5,2125,2153
YHR098C,78,15,1,792,870
YHR098C,23,15,2,1037,1060
YHR098C,31,15,3,1085,1116
YHR098C,16,15,4,1142,1158
YHR098C,17,15,5,1176,1193
YHR098C,15,15,6,1242,1257
YHR098C,31,15,7,1266,1297
YHR098C,15,15,8,1839,1854
YHR098C,36,15,9,2030,2066
YHR098C,51,15,10,2068,2119
YHR098C,55,15,11,2345,2400
YHR098C,76,15,12,2408,2484
YHR098C,15,15,13,2668,2683
YHR098C,32,15,14,2672,2704
YHR098C,29,15,15,2732,2761
YDL019C,16,16,1,194,210
YDL019C,26,16,2,1473,1499
YDL019C,24,16,3,1500,1524
YDL019C,20,16,4,2439,2459
YDL019C,18,16,5,2614,2632
YDL019C,18,16,6,2642,2660
YDL019C,32,16,7,2703,2735
YDL019C,28,16,8,2736,2764
YDL019C,54,16,9,2768,2822
YDL019C,16,16,10,3060,3076
YDL019C,66,16,11,3229,3295
YDL019C,19,16,12,3334,3353
YDL019C,18,16,13,3354,3372
YDL019C,29,16,14,3400,3429
YDL019C,19,16,15,3521,3540
YDL019C,15,16,16,3719,3734
YDL135C,23,2,1,212,235
YDL135C,32,2,2,577,609
YPR023C,18,3,1,230,248
YPR023C,85,3,2,269,354
YPR023C,27,3,3,429,456
YOR035C,23,8,1,400,423
YOR035C,15,8,2,617,632
YOR035C,21,8,3,634,655
YOR035C,24,8,4,745,769
YOR035C,45,8,5,888,933
YOR035C,27,8,6,1046,1073
YOR035C,17,8,7,1144,1161
YOR035C,15,8,8,2175,2190
YCR093W,36,12,1,853,889
YCR093W,20,12,2,969,989
YCR093W,22,12,3,1036,1058
YCR093W,30,12,4,1047,1077
YCR093W,30,12,5,1374,1404
YCR093W,19,12,6,2244,2263
YCR093W,37,12,7,2279,2316
YCR093W,19,12,8,3060,3079
YCR093W,18,12,9,3083,3101
YCR093W,18,12,10,3504,3522
YCR093W,19,12,11,3523,3542
YCR093W,18,12,12,4618,4636
YLR144C,19,10,1,921,940
YLR144C,28,10,2,1444,1472
YLR144C,21,10,3,1494,1515
YLR144C,16,10,4,1522,1538
YLR144C,23,10,5,1555,1578
YLR144C,18,10,6,1806,1824
YLR144C,49,10,7,1980,2029
YLR144C,18,10,8,2033,2051
YLR144C,35,10,9,2092,2127
YLR144C,31,10,10,2289,2320
YKR059W,41,7,1,284,325
YKR059W,28,7,2,388,416
YKR059W,43,7,3,703,746
YKR059W,63,7,4,748,811
YKR059W,32,7,5,920,952
YKR059W,17,7,6,953,970
YKR059W,22,7,7,973,995
YPR058W,91,3,1,283,374
YPR058W,72,3,2,555,627
YPR058W,41,3,3,872,913
YDL020C,83,6,1,257,340
YDL020C,31,6,2,398,429
YDL020C,45,6,3,576,621
YDL020C,21,6,4,912,933
YDL020C,44,6,5,1345,1389
YDL020C,46,6,6,1440,1486
YDR168W,58,1,1,1313,1371
YGL080W,15,1,1,365,380
YDL191W,19,2,1,153,172
YDL191W,37,2,2,232,269
YER023W,27,8,1,179,206
YER023W,46,8,2,217,263
YER023W,40,8,3,285,325
YER023W,26,8,4,377,403
YER023W,36,8,5,397,433
YER023W,38,8,6,518,556
YER023W,43,8,7,565,608
YER023W,49,8,8,767,816
YER163C,22,1,1,460,482
YBR069C,58,3,1,337,395
YBR069C,22,3,2,422,444
YBR069C,28,3,3,445,473
YML016C,28,7,1,1281,1309
YML016C,36,7,2,1304,1340
YML016C,15,7,3,1348,1363
YML016C,22,7,4,1628,1650
YML016C,18,7,5,1776,1794
YML016C,32,7,6,1784,1816
YML016C,35,7,7,1951,1986
YGR077C,16,4,1,221,237
YGR077C,26,4,2,559,585
YGR077C,16,4,3,748,764
YGR077C,55,4,4,1309,1364
YLR133W,59,6,1,399,458
YLR133W,58,6,2,523,581
YLR133W,66,6,3,583,649
YLR133W,27,6,4,672,699
YLR133W,16,6,5,748,764
YLR133W,18,6,6,1055,1073
YHR077C,28,3,1,931,959
YHR077C,36,3,2,2372,2408
YHR077C,19,3,3,2594,2613
YLR033W,75,6,1,212,287
YLR033W,19,6,2,301,320
YLR033W,17,6,3,577,594
YLR033W,48,6,4,712,760
YLR033W,24,6,5,1013,1037
YLR033W,40,6,6,1062,1102
YGR255C,23,5,1,404,427
YGR255C,37,5,2,568,605
YGR255C,30,5,3,945,975
YGR255C,31,5,4,1121,1152
YGR255C,18,5,5,1203,1221
YGL110C,19,3,1,568,587
YGL110C,22,3,2,1168,1190
YGL110C,16,3,3,1411,1427
YDL051W,36,3,1,200,236
YDL051W,34,3,2,361,395
YDL051W,121,3,3,592,713
YKL074C,60,6,1,177,237
YKL074C,16,6,2,807,823
YKL074C,15,6,3,1188,1203
YKL074C,47,6,4,1250,1297
YKL074C,15,6,5,1299,1314
YKL074C,18,6,6,1344,1362
YBL102W,15,1,1,436,451
YMR242C,18,1,1,251,269
YGL044C,30,1,1,322,352
YLR120C,42,2,1,250,292
YLR120C,21,2,2,316,337
YOR236W,26,5,1,280,306
YOR236W,18,5,2,308,326
YOR236W,37,5,3,330,367
YOR236W,29,5,4,355,384
YOR236W,24,5,5,532,556
YPL183C,52,18,1,170,222
YPL183C,71,18,2,233,304
YPL183C,45,18,3,528,573
YPL183C,29,18,4,735,764
YPL183C,29,18,5,995,1024
YPL183C,18,18,6,1515,1533
YPL183C,22,18,7,1699,1721
YPL183C,22,18,8,1746,1768
YPL183C,19,18,9,2269,2288
YPL183C,50,18,10,2475,2525
YPL183C,27,18,11,2549,2576
YPL183C,25,18,12,2595,2620
YPL183C,33,18,13,2622,2655
YPL183C,22,18,14,2657,2679
YPL183C,15,18,15,2790,2805
YPL183C,16,18,16,2807,2823
YPL183C,51,18,17,2927,2978
YPL183C,25,18,18,2984,3009
YDR166C,30,7,1,628,658
YDR166C,16,7,2,777,793
YDR166C,25,7,3,1726,1751
YDR166C,23,7,4,1752,1775
YDR166C,18,7,5,1778,1796
YDR166C,21,7,6,2604,2625
YDR166C,17,7,7,2729,2746
YPR118W,30,7,1,181,211
YPR118W,18,7,2,232,250
YPR118W,28,7,3,367,395
YPR118W,31,7,4,382,413
YPR118W,42,7,5,414,456
YPR118W,31,7,6,458,489
YPR118W,50,7,7,825,875
YBR198C,22,7,1,975,997
YBR198C,66,7,2,1782,1848
YBR198C,47,7,3,1908,1955
YBR198C,53,7,4,2045,2098
YBR198C,36,7,5,2118,2154
YBR198C,17,7,6,2265,2282
YBR198C,20,7,7,2283,2303
YGR204W,25,20,1,286,311
YGR204W,42,20,2,451,493
YGR204W,19,20,3,570,589
YGR204W,34,20,4,704,738
YGR204W,29,20,5,725,754
YGR204W,40,20,6,858,898
YGR204W,41,20,7,888,929
YGR204W,23,20,8,1239,1262
YGR204W,131,20,9,1561,1692
YGR204W,36,20,10,1693,1729
YGR204W,16,20,11,1730,1746
YGR204W,37,20,12,1748,1785
YGR204W,31,20,13,1809,1840
YGR204W,15,20,14,1884,1899
YGR204W,21,20,15,1904,1925
YGR204W,42,20,16,1927,1969
YGR204W,57,20,17,2098,2155
YGR204W,46,20,18,2208,2254
YGR204W,27,20,19,2392,2419
YGR204W,48,20,20,2792,2840
YJL050W,18,17,1,368,386
YJL050W,56,17,2,460,516
YJL050W,45,17,3,733,778
YJL050W,83,17,4,817,900
YJL050W,22,17,5,907,929
YJL050W,21,17,6,1091,1112
YJL050W,34,17,7,1391,1425
YJL050W,17,17,8,1542,1559
YJL050W,16,17,9,1580,1596
YJL050W,54,17,10,1670,1724
YJL050W,61,17,11,2062,2123
YJL050W,68,17,12,2319,2387
YJL050W,25,17,13,2394,2419
YJL050W,75,17,14,2423,2498
YJL050W,43,17,15,2761,2804
YJL050W,35,17,16,2958,2993
YJL050W,39,17,17,2981,3020
YDR146C,45,9,1,1083,1128
YDR146C,24,9,2,1153,1177
YDR146C,21,9,3,1266,1287
YDR146C,20,9,4,1325,1345
YDR146C,16,9,5,1346,1362
YDR146C,19,9,6,1661,1680
YDR146C,17,9,7,1735,1752
YDR146C,44,9,8,1741,1785
YDR146C,21,9,9,1850,1871
YBR112C,39,5,1,427,466
YBR112C,53,5,2,572,625
YBR112C,16,5,3,965,981
YBR112C,26,5,4,1323,1349
YBR112C,39,5,5,2862,2901
YDR248C,25,1,1,410,435
YJR016C,204,9,1,180,384
YJR016C,24,9,2,426,450
YJR016C,24,9,3,867,891
YJR016C,65,9,4,998,1063
YJR016C,35,9,5,1204,1239
YJR016C,66,9,6,1299,1365
YJR016C,49,9,7,1373,1422
YJR016C,76,9,8,1428,1504
YJR016C,56,9,9,1553,1609
YDL202W,15,2,1,264,279
YDL202W,31,2,2,493,524
YDL100C,23,2,1,679,702
YDL100C,81,2,2,982,1063
YFL008W,16,2,1,565,581
YFL008W,33,2,2,2394,2427
YJL061W,17,4,1,429,446
YJL061W,20,4,2,851,871
YJL061W,37,4,3,1233,1270
YJL061W,15,4,4,1876,1891
YLR216C,17,2,1,891,908
YLR216C,20,2,2,969,989
YPR147C,19,3,1,192,211
YPR147C,25,3,2,212,237
YPR147C,53,3,3,525,578
YGR063C,40,1,1,269,309
YPL023C,39,2,1,1516,1555
YPL023C,33,2,2,1770,1803
YIL123W,28,4,1,148,176
YIL123W,86,4,2,224,310
YIL123W,60,4,3,923,983
YIL123W,55,4,4,1140,1195
YOR231W,29,3,1,836,865
YOR231W,111,3,2,881,992
YOR231W,18,3,3,1412,1430
YMR035W,28,1,1,321,349
YPR161C,46,10,1,298,344
YPR161C,23,10,2,358,381
YPR161C,28,10,3,386,414
YPR161C,20,10,4,422,442
YPR161C,84,10,5,443,527
YPR161C,34,10,6,711,745
YPR161C,59,10,7,768,827
YPR161C,16,10,8,852,868
YPR161C,45,10,9,871,916
YPR161C,18,10,10,1403,1421
YKL117W,34,2,1,292,326
YKL117W,99,2,2,374,473
YDR062W,64,2,1,236,300
YDR062W,28,2,2,1618,1646
YML058W,32,3,1,190,222
YML058W,33,3,2,230,263
YML058W,25,3,3,277,302
YJR076C,45,3,1,321,366
YJR076C,48,3,2,529,577
YJR076C,15,3,3,946,961
YHR190W,46,6,1,190,236
YHR190W,94,6,2,283,377
YHR190W,20,6,3,484,504
YHR190W,37,6,4,565,602
YHR190W,38,6,5,1083,1121
YHR190W,77,6,6,1168,1245
YLR106C,15,30,1,670,685
YLR106C,21,30,2,1180,1201
YLR106C,28,30,3,1424,1452
YLR106C,35,30,4,1938,1973
YLR106C,17,30,5,2363,2380
YLR106C,29,30,6,2795,2824
YLR106C,29,30,7,3070,3099
YLR106C,28,30,8,3212,3240
YLR106C,21,30,9,3246,3267
YLR106C,15,30,10,3348,3363
YLR106C,25,30,11,3373,3398
YLR106C,23,30,12,3458,3481
YLR106C,30,30,13,3469,3499
YLR106C,25,30,14,3935,3960
YLR106C,15,30,15,4033,4048
